NIC58	IPR_accession	IPR_description	GO
NIC58.11628	IPR022631	S-adenosylmethionine synthetase, conserved site	GO:0004478(InterPro)|GO:0006556(InterPro)
NIC58.11628	IPR022631	S-adenosylmethionine synthetase, conserved site	GO:0004478(InterPro)|GO:0006556(InterPro)
NIC58.11628	IPR002133	S-adenosylmethionine synthetase	GO:0004478(InterPro)|GO:0005524(InterPro)|GO:0006556(InterPro)
NIC58.11628	IPR002133	S-adenosylmethionine synthetase	GO:0004478(InterPro)|GO:0005524(InterPro)|GO:0006556(InterPro)
NIC58.11628	IPR022630	S-adenosylmethionine synthetase, C-terminal	GO:0004478(InterPro)|GO:0006556(InterPro)
NIC58.2595	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	GO:0003755(InterPro)|GO:0006457(InterPro)
NIC58.2595	IPR029000	Cyclophilin-like domain superfamily	-
NIC58.2595	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)
NIC58.2595	-	-	GO:0000413(PANTHER)|GO:0003755(PANTHER)|GO:0005737(PANTHER)|GO:0006457(PANTHER)|GO:0016018(PANTHER)|GO:0043231(PANTHER)
NIC58.2595	IPR029000	Cyclophilin-like domain superfamily	-
NIC58.2595	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)
NIC58.2595	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)
NIC58.2595	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)
NIC58.2595	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)
NIC58.2595	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)
NIC58.2595	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)
NIC58.2595	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase	GO:0003755(InterPro)
NIC58.4584	IPR041105	TAR DNA-binding protein 43, N-terminal	-
NIC58.4584	IPR041105	TAR DNA-binding protein 43, N-terminal	-
NIC58.16319	IPR007271	Nucleotide-sugar transporter	GO:0000139(InterPro)|GO:0015165(InterPro)|GO:0016020(InterPro)|GO:0090481(InterPro)
NIC58.16319	IPR037185	Multidrug transporter EmrE superfamily	-
NIC58.16319	IPR007271	Nucleotide-sugar transporter	GO:0000139(InterPro)|GO:0015165(InterPro)|GO:0016020(InterPro)|GO:0090481(InterPro)
NIC58.16319	IPR007271	Nucleotide-sugar transporter	GO:0000139(InterPro)|GO:0015165(InterPro)|GO:0016020(InterPro)|GO:0090481(InterPro)
NIC58.18771	IPR023214	HAD superfamily	-
NIC58.18771	IPR036412	HAD-like superfamily	-
NIC58.18771	IPR023198	Phosphoglycolate phosphatase-like, domain 2	-
NIC58.18771	IPR050155	HAD-like hydrolase superfamily	GO:0006281(PANTHER)|GO:0008967(PANTHER)|GO:0016311(PANTHER)
NIC58.3000	IPR013783	Immunoglobulin-like fold	-
NIC58.3000	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)
NIC58.3000	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)
NIC58.3000	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)
NIC58.3000	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)
NIC58.3000	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)
NIC58.3000	IPR003961	Fibronectin type III	GO:0005515(InterPro)
NIC58.3000	IPR036645	Elafin-like superfamily	-
NIC58.3000	IPR013783	Immunoglobulin-like fold	-
NIC58.3000	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)
NIC58.3000	IPR003961	Fibronectin type III	GO:0005515(InterPro)
NIC58.3000	IPR036116	Fibronectin type III superfamily	GO:0005515(InterPro)
NIC58.3000	IPR013783	Immunoglobulin-like fold	-
NIC58.3000	IPR042447	Anosmin-1	GO:0009986(PANTHER)|GO:0030182(PANTHER)
NIC58.3000	IPR036116	Fibronectin type III superfamily	GO:0005515(InterPro)
NIC58.3000	IPR008197	WAP-type 'four-disulfide core' domain	GO:0005576(InterPro)|GO:0030414(InterPro)
NIC58.3000	IPR003961	Fibronectin type III	GO:0005515(InterPro)
NIC58.3000	IPR003961	Fibronectin type III	GO:0005515(InterPro)
NIC58.3000	IPR003961	Fibronectin type III	GO:0005515(InterPro)
NIC58.3000	IPR003961	Fibronectin type III	GO:0005515(InterPro)
NIC58.3000	IPR003961	Fibronectin type III	GO:0005515(InterPro)
NIC58.3000	IPR003961	Fibronectin type III	GO:0005515(InterPro)
NIC58.3000	IPR036645	Elafin-like superfamily	-
NIC58.11546	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.11546	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.11546	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.11546	IPR011025	G protein alpha subunit, helical insertion	GO:0007165(InterPro)
NIC58.11546	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.11546	IPR011025	G protein alpha subunit, helical insertion	GO:0007165(InterPro)
NIC58.11546	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0001664(PANTHER)|GO:0003924(PANTHER)|GO:0003924(InterPro)|GO:0005737(PANTHER)|GO:0005834(PANTHER)|GO:0007186(InterPro)|GO:0007188(PANTHER)|GO:0019001(InterPro)|GO:0031683(PANTHER)|GO:0031683(InterPro)
NIC58.11546	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.11546	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.11546	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.11546	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.11546	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.4947	IPR008253	Marvel domain	GO:0016020(InterPro)
NIC58.15441	IPR055514	Domain of unknown function DUF7087	-
NIC58.15441	IPR004296	DUF236 repeat	-
NIC58.6389	IPR053322	Phospholipase A2-like	-
NIC58.6389	IPR036444	Phospholipase A2 domain superfamily	GO:0004623(InterPro)|GO:0006644(InterPro)|GO:0050482(InterPro)
NIC58.18228	IPR036291	NAD(P)-binding domain superfamily	-
NIC58.18228	IPR002225	3-beta hydroxysteroid dehydrogenase/isomerase	GO:0006694(InterPro)|GO:0016616(InterPro)
NIC58.11493	IPR006806	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	GO:0005747(PANTHER)|GO:0022904(PANTHER)|GO:0022904(InterPro)
NIC58.11493	IPR006806	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	GO:0022904(InterPro)
NIC58.2817	IPR036291	NAD(P)-binding domain superfamily	-
NIC58.2817	IPR005886	UDP-glucose 4-epimerase	GO:0003978(InterPro)|GO:0006012(InterPro)
NIC58.2817	IPR001509	NAD-dependent epimerase/dehydratase	-
NIC58.2817	IPR005886	UDP-glucose 4-epimerase	GO:0003978(InterPro)|GO:0006012(InterPro)
NIC58.2817	-	-	GO:0003978(PANTHER)|GO:0005829(PANTHER)|GO:0005996(PANTHER)|GO:0033499(PANTHER)
NIC58.3474	IPR004151	7TM GPCR, serpentine receptor class e (Sre)	GO:0007606(InterPro)|GO:0016020(InterPro)
NIC58.1319	IPR000591	DEP domain	GO:0035556(InterPro)
NIC58.1319	IPR036388	Winged helix-like DNA-binding domain superfamily	-
NIC58.1319	IPR000591	DEP domain	GO:0035556(InterPro)
NIC58.866	IPR009060	UBA-like superfamily	GO:0005515(InterPro)
NIC58.866	IPR051833	Transcription-coupled DNA damage response regulator-like	GO:0005634(PANTHER)|GO:0005737(PANTHER)
NIC58.13726	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-
NIC58.13726	IPR006342	Methyltransferase FkbM	-
NIC58.1096	IPR015898	G-protein, gamma subunit-like domain	GO:0007186(InterPro)
NIC58.1096	IPR015898	G-protein, gamma subunit-like domain	GO:0007186(InterPro)
NIC58.1096	IPR036284	G-protein gamma-like domain superfamily	GO:0007186(InterPro)
NIC58.1096	IPR039227	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13	GO:0005834(InterPro)|GO:0005834(PANTHER)|GO:0007186(PANTHER)|GO:0007200(InterPro)|GO:0031681(PANTHER)|GO:0031681(InterPro)|GO:0050909(InterPro)
NIC58.1096	IPR015898	G-protein, gamma subunit-like domain	GO:0007186(InterPro)
NIC58.1096	IPR015898	G-protein, gamma subunit-like domain	GO:0007186(InterPro)
NIC58.1096	IPR015898	G-protein, gamma subunit-like domain	GO:0007186(InterPro)
NIC58.1096	IPR036284	G-protein gamma-like domain superfamily	GO:0007186(InterPro)
NIC58.12662	IPR035500	Nuclear hormone receptor-like domain superfamily	-
NIC58.12662	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.12662	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.12662	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.12662	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.12662	IPR001723	Nuclear hormone receptor	-
NIC58.12662	IPR001723	Nuclear hormone receptor	-
NIC58.12662	IPR001723	Nuclear hormone receptor	-
NIC58.12662	IPR052499	Caenorhabditis elegans Nuclear Hormone Receptors	-
NIC58.12662	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.12662	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.12662	IPR013088	Zinc finger, NHR/GATA-type	GO:0006355(InterPro)|GO:0008270(InterPro)
NIC58.12662	IPR035500	Nuclear hormone receptor-like domain superfamily	-
NIC58.12662	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.12662	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain	GO:0000978(InterPro)
NIC58.12662	IPR000536	Nuclear hormone receptor, ligand-binding domain	-
NIC58.12662	IPR000536	Nuclear hormone receptor, ligand-binding domain	-
NIC58.12662	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.12662	IPR000536	Nuclear hormone receptor, ligand-binding domain	-
NIC58.6526	IPR016638	Uncharacterised protein family UPF0376	-
NIC58.6526	IPR002542	T20D4.11-like domain	-
NIC58.17711	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17711	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
NIC58.17711	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
NIC58.17711	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17711	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17711	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17711	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17711	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17711	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17711	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17711	IPR017871	ABC transporter-like, conserved site	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17711	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17711	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17711	IPR017871	ABC transporter-like, conserved site	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17711	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17711	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17711	IPR003593	AAA+ ATPase domain	-
NIC58.17711	IPR003593	AAA+ ATPase domain	-
NIC58.17711	IPR039421	Type 1 protein exporter	GO:0005743(PANTHER)|GO:0015421(PANTHER)|GO:0090374(PANTHER)
NIC58.17711	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17711	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
NIC58.17711	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
NIC58.17457	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.17457	IPR011009	Protein kinase-like domain superfamily	-
NIC58.17457	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.17457	IPR017441	Protein kinase, ATP binding site	GO:0005524(InterPro)
NIC58.17457	-	-	GO:0000165(PANTHER)|GO:0004708(PANTHER)|GO:0008545(PANTHER)
NIC58.17457	IPR008271	Serine/threonine-protein kinase, active site	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.17457	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.7849	IPR011009	Protein kinase-like domain superfamily	-
NIC58.7849	IPR050235	Casein Kinase 1 Ser/Thr Protein Kinase	-
NIC58.3641	IPR017452	GPCR, rhodopsin-like, 7TM	GO:0016020(InterPro)
NIC58.3641	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.3641	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.3641	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.3641	-	-	GO:0004930(PANTHER)|GO:0005886(PANTHER)|GO:0007186(PANTHER)
NIC58.3641	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)
NIC58.16543	IPR036128	Plus3-like superfamily	GO:0003677(InterPro)
NIC58.16543	IPR004343	Plus-3 domain	GO:0003677(InterPro)
NIC58.16543	IPR004343	Plus-3 domain	GO:0003677(InterPro)
NIC58.16543	-	-	GO:0016593(PANTHER)|GO:1990269(PANTHER)
NIC58.16543	IPR004343	Plus-3 domain	GO:0003677(InterPro)
NIC58.16543	IPR036128	Plus3-like superfamily	GO:0003677(InterPro)
NIC58.7295	IPR017452	GPCR, rhodopsin-like, 7TM	GO:0016020(InterPro)
NIC58.7295	IPR052322	Mitochondrial rRNA Methyltransferase NSUN4	-
NIC58.7295	IPR019420	7TM GPCR, serpentine receptor class bc (Srbc)	-
NIC58.13202	IPR002625	Smr domain	-
NIC58.13202	IPR002625	Smr domain	-
NIC58.13202	IPR036063	Smr domain superfamily	-
NIC58.13202	IPR036063	Smr domain superfamily	-
NIC58.16706	IPR041426	Mos1 transposase, HTH domain	-
NIC58.16706	IPR001810	F-box domain	GO:0005515(InterPro)
NIC58.16706	IPR001810	F-box domain	GO:0005515(InterPro)
NIC58.16706	IPR001810	F-box domain	GO:0005515(InterPro)
NIC58.3389	IPR052084	Spliceosome-associated SF3B4 subunit	GO:0003723(PANTHER)|GO:0005686(PANTHER)|GO:0005730(PANTHER)|GO:0048026(PANTHER)|GO:0071011(PANTHER)
NIC58.3389	IPR035979	RNA-binding domain superfamily	GO:0003676(InterPro)
NIC58.17598	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17598	IPR039421	Type 1 protein exporter	GO:0005743(PANTHER)|GO:0015421(PANTHER)|GO:0090374(PANTHER)
NIC58.17598	IPR017871	ABC transporter-like, conserved site	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17598	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17598	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17598	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17598	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
NIC58.17598	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
NIC58.17598	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17598	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17598	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17598	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524(InterPro)|GO:0016020(InterPro)
NIC58.17598	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17598	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
NIC58.17598	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17598	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
NIC58.17598	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.17598	IPR003593	AAA+ ATPase domain	-
NIC58.17598	IPR003593	AAA+ ATPase domain	-
NIC58.17598	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17598	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17598	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17598	IPR017871	ABC transporter-like, conserved site	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.11200	IPR037869	Spp1/CFP1	GO:0035064(PANTHER)|GO:0045893(PANTHER)|GO:0048188(PANTHER)|GO:0048188(InterPro)
NIC58.11200	IPR022056	CpG binding protein, C-terminal	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.7640	IPR003582	ShKT domain	-
NIC58.18109	IPR000873	AMP-dependent synthetase/ligase domain	-
NIC58.18109	IPR042099	ANL, N-terminal domain	-
NIC58.18109	-	-	GO:0016405(PANTHER)
NIC58.18109	IPR020845	AMP-binding, conserved site	-
NIC58.18109	IPR045851	AMP-binding enzyme, C-terminal domain superfamily	-
NIC58.18109	IPR025110	AMP-binding enzyme, C-terminal domain	-
NIC58.690	IPR020635	Tyrosine-protein kinase, catalytic domain	GO:0004713(InterPro)|GO:0006468(InterPro)
NIC58.690	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.690	IPR011009	Protein kinase-like domain superfamily	-
NIC58.690	IPR000980	SH2 domain	-
NIC58.690	IPR050198	Non-receptor tyrosine kinases involved in cell signaling	-
NIC58.690	IPR035849	Fes/Fps/Fer, SH2 domain	-
NIC58.690	IPR000980	SH2 domain	-
NIC58.690	IPR036860	SH2 domain superfamily	-
NIC58.690	IPR036860	SH2 domain superfamily	-
NIC58.690	IPR017441	Protein kinase, ATP binding site	GO:0005524(InterPro)
NIC58.690	IPR008266	Tyrosine-protein kinase, active site	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.690	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.690	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.690	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.690	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.690	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.9555	IPR052854	Nematode Serpentine Receptor Class Epsilon	-
NIC58.9555	IPR004151	7TM GPCR, serpentine receptor class e (Sre)	GO:0007606(InterPro)|GO:0016020(InterPro)
NIC58.17534	IPR051700	STE20 Ser/Thr Protein Kinase	GO:0005829(PANTHER)
NIC58.17534	IPR008271	Serine/threonine-protein kinase, active site	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.17534	IPR001180	Citron homology (CNH) domain	-
NIC58.17534	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.17534	IPR011009	Protein kinase-like domain superfamily	-
NIC58.17534	IPR011009	Protein kinase-like domain superfamily	-
NIC58.17534	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
